word,percentage_known,Prevalence,concreteness,AoA,valence,arousal,dominance
repertoire,0.95,1.60,2.41,12.00,5.47,3.27,5.96
repetition,1.00,2.35,3.17,8.00,4.64,4.24,5.00
repetitive,1.00,2.58,2.74,10.00,4.05,3.91,4.89
replace,0.99,2.24,3.00,4.00,5.56,3.41,5.61
replacement,1.00,2.58,3.47,4.00,5.45,4.24,4.84
replenish,1.00,2.33,2.18,10.00,6.90,3.50,6.36
replica,0.99,2.12,3.86,10.00,5.40,3.50,4.86
replicate,0.99,2.19,3.33,12.00,4.95,3.90,5.96
reply,1.00,2.44,2.96,4.00,6.15,3.44,6.79
report,1.00,2.58,3.92,4.00,4.77,3.52,4.94
reporter,1.00,2.58,4.63,2.00,4.57,3.17,5.17
repose,0.93,1.47,2.73,14.00,5.00,2.48,5.68
repossess,0.96,1.73,2.77,10.00,3.00,4.33,4.20
reprehensible,0.97,1.77,1.67,14.00,4.43,3.96,3.50
represent,0.99,2.12,2.12,6.00,5.43,3.86,6.12
representation,0.99,2.31,2.19,8.00,4.86,4.36,5.80
representative,1.00,2.43,3.39,6.00,5.26,3.73,6.05
repression,0.97,1.80,1.66,13.00,2.81,4.15,4.14
reprimand,0.98,1.89,2.63,13.00,2.67,4.86,3.32
reproach,0.98,1.97,1.71,14.00,5.26,4.30,5.11
reproduce,1.00,2.58,3.48,8.00,5.63,4.61,4.88
reproduction,0.99,2.09,2.92,10.00,6.67,4.71,5.45
reproductive,0.99,2.23,2.63,10.00,5.68,4.83,4.74
reptile,1.00,2.33,4.47,6.00,4.58,5.89,4.55
republic,1.00,2.58,2.81,8.00,4.80,3.48,5.16
repugnant,0.98,1.99,1.62,12.00,2.83,3.64,4.04
repulsive,1.00,2.58,2.11,12.00,1.95,5.12,3.59
reputable,0.99,2.17,1.87,13.00,6.47,3.52,5.53
reputation,0.99,2.11,1.64,8.00,5.63,5.00,5.58
reputed,0.98,1.94,1.88,14.00,4.90,3.68,5.52
request,0.99,2.32,2.59,6.00,5.85,4.45,5.67
require,1.00,2.58,2.07,6.00,4.74,4.33,4.79
requirement,1.00,2.44,2.52,6.00,5.10,3.27,4.30
requisition,0.97,1.80,2.41,12.00,4.71,4.50,5.48
reread,0.98,1.88,3.32,2.00,5.18,3.68,5.40
rescind,0.90,1.28,2.57,14.00,3.81,3.87,4.81
rescue,0.99,2.10,3.17,6.00,7.04,5.00,5.94
research,0.99,2.17,3.03,4.00,6.50,4.80,7.16
resemblance,0.99,2.09,2.07,6.00,5.68,3.58,4.85
resemble,1.00,2.43,2.19,6.00,5.90,3.77,6.12
resent,0.99,2.12,2.41,8.00,3.28,4.05,4.21
resentful,1.00,2.58,2.30,8.00,3.00,4.35,4.12
resentment,1.00,2.58,1.78,8.00,3.00,5.19,4.05
reservation,1.00,2.58,3.14,4.00,5.00,4.24,5.00
reserve,1.00,2.43,2.29,4.00,6.14,4.16,5.56
reserved,1.00,2.33,2.04,12.00,5.63,2.79,5.39
reservoir,1.00,2.34,4.75,6.00,5.37,3.22,5.00
reset,1.00,2.44,3.00,2.00,4.65,3.17,5.86
reside,0.98,2.01,3.19,8.00,5.57,3.43,5.69
residence,1.00,2.43,4.34,6.00,6.74,3.17,5.00
residential,0.99,2.25,2.62,8.00,6.05,3.27,5.82
residual,0.98,1.98,2.43,12.00,5.09,3.19,4.23
residue,0.99,2.07,3.78,13.00,3.95,3.39,4.50
resign,0.99,2.15,2.25,6.00,4.17,3.88,6.00
resignation,0.99,2.18,2.93,8.00,4.19,4.70,5.19
resilient,0.97,1.86,2.21,12.00,5.71,4.65,5.52
resin,0.97,1.88,4.08,12.00,4.84,3.68,4.80
resist,0.99,2.21,2.78,6.00,3.95,3.60,6.11
resistance,0.99,2.32,2.68,8.00,3.74,5.23,3.92
resistant,1.00,2.44,1.83,8.00,3.86,4.00,4.75
resolute,0.98,1.95,1.68,12.00,5.95,2.86,5.92
resolution,0.99,2.17,2.37,8.00,6.00,3.70,6.42
resolve,1.00,2.46,1.96,8.00,5.85,2.65,6.92
resonance,0.96,1.73,2.23,14.00,5.90,4.45,5.43
resort,1.00,2.33,4.30,6.00,7.76,4.16,6.09
resounding,0.98,1.97,2.21,12.00,5.70,4.33,5.48
resource,1.00,2.58,2.55,8.00,5.63,3.71,6.17
resourceful,0.99,2.32,2.00,13.00,7.25,4.00,6.48
respect,1.00,2.58,2.04,4.00,6.79,4.79,7.26
respectable,0.99,2.16,1.85,6.00,6.55,4.05,7.30
respectful,1.00,2.58,2.19,6.00,7.45,3.32,6.74
respective,0.99,2.10,1.79,8.00,5.90,3.76,6.42
respiration,1.00,2.44,3.89,8.00,6.14,4.29,5.91
respirator,1.00,2.43,4.56,8.00,3.11,3.73,2.93
respiratory,0.99,2.33,3.25,6.00,4.45,3.77,5.75
respite,0.95,1.61,1.77,12.00,5.76,3.68,5.62
respond,1.00,2.58,2.64,6.00,5.71,3.09,6.00
response,0.99,2.33,3.00,6.00,5.95,3.56,6.05
responsibility,1.00,2.43,1.40,6.00,4.68,5.30,6.79
responsible,1.00,2.43,1.69,4.00,6.28,3.00,7.39
responsive,1.00,2.33,2.27,12.00,6.10,4.90,5.54
rest,0.99,2.25,3.03,2.00,7.86,2.29,5.78
restart,1.00,2.44,2.92,2.00,4.40,4.55,6.63
restaurant,1.00,2.33,4.89,2.00,6.95,4.19,5.82
restful,1.00,2.34,2.04,6.00,6.05,2.58,6.00
restitution,0.97,1.84,2.36,12.00,5.81,4.10,5.57
restless,1.00,2.58,2.46,6.00,3.63,4.05,4.35
restock,0.95,1.62,3.75,6.00,4.84,3.27,4.74
restoration,0.99,2.13,2.65,12.00,5.80,3.76,6.26
restore,1.00,2.58,2.79,8.00,5.86,4.10,6.76
restrain,1.00,2.58,2.76,10.00,4.42,4.70,4.43
restraint,0.99,2.32,3.32,12.00,3.47,4.05,4.45
restrict,0.99,2.25,2.21,6.00,3.48,4.35,3.52
restriction,0.99,2.12,2.25,6.00,4.00,4.58,3.48
result,1.00,2.44,2.85,6.00,6.11,4.14,6.13
resume,0.99,2.19,4.00,8.00,4.89,3.67,5.04
resurrect,0.98,1.91,2.64,10.00,6.41,4.76,4.27
resuscitate,0.97,1.76,3.21,13.00,5.65,4.62,5.91
retail,0.99,2.18,2.92,10.00,5.00,3.62,6.12
retain,0.99,2.22,2.32,8.00,6.25,2.76,5.76
retainer,0.99,2.32,4.00,12.00,4.19,3.14,4.64
retake,0.98,1.96,2.57,2.00,4.05,3.43,5.26
retaliate,0.99,2.17,2.25,13.00,3.55,5.05,4.58
retard,0.99,2.18,3.56,12.00,3.28,3.83,3.12
retarded,0.99,2.32,2.57,8.00,2.25,5.43,4.16
retina,0.99,2.20,4.46,8.00,5.86,4.70,4.56
retire,0.99,2.31,3.11,2.00,6.40,2.91,5.71
retirement,1.00,2.58,3.03,4.00,6.60,4.09,5.62
retrace,0.99,2.16,2.82,4.00,4.75,3.75,5.45
retract,0.99,2.26,2.42,6.00,5.38,3.50,4.86
retraction,0.99,2.07,3.03,12.00,4.63,4.45,4.70
retractor,0.97,1.76,3.21,12.00,4.95,2.81,4.74
retreat,1.00,2.43,3.03,6.00,4.92,4.12,4.68
retrial,0.94,1.51,2.78,8.00,3.95,5.06,4.65
retribution,0.99,2.15,2.00,14.00,3.39,4.35,4.70
retrieve,1.00,2.34,3.32,10.00,6.16,4.45,5.83
retriever,0.99,2.16,4.15,10.00,5.26,4.27,6.30
retro,0.99,2.06,2.21,12.00,5.60,4.00,5.76
retroactive,0.96,1.70,1.79,13.00,4.77,3.92,5.22
retrospect,1.00,2.58,1.75,13.00,5.76,3.23,4.86
return,1.00,2.58,2.97,2.00,5.95,3.29,5.71
reunion,1.00,2.44,3.22,4.00,6.37,4.61,5.76
reunite,0.99,2.31,2.86,6.00,6.86,5.05,6.37
reveal,0.99,2.23,2.79,6.00,5.86,4.14,6.50
revel,0.96,1.74,1.69,14.00,5.40,4.05,5.57
revelation,0.99,2.19,2.21,10.00,5.94,3.85,5.60
revenge,1.00,2.43,1.54,4.00,2.75,6.14,5.72
revenue,1.00,2.44,3.11,8.00,7.00,4.78,5.68
reverence,0.98,2.04,1.70,10.00,6.11,3.25,5.08
reverend,0.97,1.84,4.14,8.00,5.42,2.40,5.00
reverent,0.96,1.69,1.50,8.00,5.44,3.88,4.93
reversal,0.99,2.19,2.63,6.00,4.86,3.91,6.00
reverse,1.00,2.34,3.38,4.00,5.20,3.73,6.08
revert,0.99,2.08,2.00,8.00,4.95,3.55,5.26
review,0.99,2.32,2.81,4.00,5.09,3.77,6.04
revise,0.99,2.18,2.33,8.00,5.26,3.52,5.95
revision,1.00,2.43,2.74,10.00,4.62,4.19,6.23
revisit,0.99,2.11,2.56,2.00,5.81,3.90,5.84
revival,1.00,2.43,2.79,10.00,6.38,4.31,5.42
revive,0.99,2.26,3.13,10.00,6.53,3.92,6.11
revoke,0.99,2.19,2.85,12.00,2.95,5.00,5.00
revolt,1.00,2.34,3.03,8.00,4.00,4.36,4.97
revolting,0.99,2.31,2.57,8.00,2.47,5.90,3.95
revolution,1.00,2.44,2.87,6.00,4.81,5.68,5.23
revolutionary,1.00,2.34,2.26,8.00,6.21,4.86,5.11
revolutionize,0.99,2.09,1.85,6.00,5.65,5.28,5.45
revolve,0.99,2.25,3.44,8.00,6.37,4.35,4.67
revolver,0.99,2.23,4.69,4.00,3.30,6.29,4.39
revolving,1.00,2.43,3.54,6.00,5.00,4.41,5.26
reward,1.00,2.45,3.41,2.00,7.47,5.58,6.33
rewrite,0.99,2.09,3.55,2.00,4.20,3.78,5.75
rhapsody,0.98,2.06,2.83,10.00,6.63,4.70,5.05
rhetoric,0.97,1.87,1.50,12.00,4.60,3.90,4.68
rhetorical,0.99,2.10,1.50,13.00,5.05,3.74,5.12
rhinestone,0.99,2.14,4.82,8.00,5.42,3.45,4.71
rhino,1.00,2.44,4.90,6.00,6.25,4.10,5.17
rhinoceros,0.96,1.71,4.75,6.00,6.00,4.47,4.40
rhubarb,0.98,1.89,4.86,4.00,6.45,4.30,5.73
rhyme,0.99,2.19,3.29,2.00,6.58,3.59,6.09
rhythm,1.00,2.58,3.07,6.00,6.42,5.14,7.00
rhythmic,0.99,2.32,3.10,6.00,6.30,5.05,6.26
rib,1.00,2.44,4.90,2.00,6.10,2.29,5.00
ribbon,0.99,2.26,4.89,2.00,6.70,3.63,5.31
rice,0.99,2.31,4.86,2.00,5.70,3.00,5.50
rich,1.00,2.44,2.79,2.00,6.83,6.81,6.83
riches,1.00,2.35,3.52,4.00,7.10,5.42,6.10
rickety,0.96,1.67,2.77,6.00,3.52,5.35,4.15
ricochet,0.95,1.58,3.29,12.00,4.75,5.05,4.30
rid,0.99,2.23,2.13,4.00,3.67,4.38,5.06
riddance,0.98,1.94,1.82,10.00,4.79,4.50,4.77
riddle,1.00,2.45,2.50,2.00,6.30,4.48,4.39
ride,1.00,2.58,3.75,2.00,6.27,5.10,5.28
rider,0.98,1.95,4.07,4.00,5.36,4.41,5.37
ridge,0.99,2.26,4.48,6.00,4.62,3.52,5.28
ridicule,0.99,2.16,2.07,8.00,2.95,5.53,4.15
ridiculous,1.00,2.34,1.79,4.00,3.67,5.65,3.78
riffraff,0.93,1.46,2.66,12.00,4.05,4.57,4.21
rifle,0.99,2.13,4.85,4.00,4.30,6.14,5.28
rifleman,0.96,1.72,4.67,8.00,4.25,5.10,3.84
rift,0.98,2.04,3.40,12.00,3.84,4.57,5.26
rig,0.99,2.33,4.00,8.00,4.32,4.52,5.39
right,1.00,2.58,3.47,2.00,7.32,5.00,7.16
righteous,0.99,2.26,1.43,8.00,6.00,3.32,5.59
righteousness,0.99,2.26,1.67,12.00,5.18,5.00,6.05
rightful,0.99,2.19,1.60,4.00,6.00,3.45,6.90
rigid,1.00,2.42,3.46,8.00,3.47,4.81,4.83
rigor,0.97,1.79,3.36,12.00,4.81,5.05,5.48
rigorous,0.99,2.25,2.57,12.00,4.81,5.81,6.18
rim,0.99,2.25,4.62,4.00,4.60,3.72,5.04
ring,1.00,2.44,4.81,2.00,7.09,4.43,5.44
ringer,0.99,2.25,3.46,8.00,4.95,4.24,5.56
ringleader,0.99,2.32,3.47,6.00,4.10,5.20,5.56
ringside,0.95,1.58,3.72,6.00,5.30,4.29,5.72
rink,0.95,1.64,4.56,4.00,5.67,3.32,4.62
rinse,0.99,2.17,4.10,4.00,5.47,2.76,6.92
riot,1.00,2.44,4.45,4.00,3.15,6.19,3.25
rip,1.00,2.43,3.79,2.00,3.28,5.26,4.12
ripe,1.00,2.33,3.30,2.00,5.57,4.78,5.72
ripple,0.99,2.24,3.85,6.00,6.17,3.20,5.08
rise,1.00,2.58,4.04,4.00,5.73,5.30,7.16
risk,1.00,2.43,1.63,2.00,5.17,6.43,3.89
risky,1.00,2.35,1.31,4.00,3.85,5.91,4.42
rite,0.91,1.32,2.54,12.00,5.58,3.90,5.41
ritual,1.00,2.33,2.60,13.00,4.52,4.10,5.00
rival,1.00,2.43,3.03,8.00,4.58,4.81,4.74
rivalry,0.99,2.13,2.14,10.00,4.57,5.05,5.64
river,1.00,2.34,4.89,2.00,6.72,4.22,4.89
roach,0.99,2.12,4.96,6.00,2.19,5.26,3.33
road,1.00,2.43,4.75,2.00,5.59,3.81,6.00
roadblock,0.98,1.94,4.71,2.00,3.55,3.86,3.12
roadhouse,0.97,1.77,4.37,8.00,5.62,3.61,5.06
roadside,1.00,2.58,4.22,2.00,4.65,4.05,6.05
roam,0.99,2.18,2.85,4.00,4.89,4.20,6.42
roar,1.00,2.43,3.81,2.00,5.37,6.15,5.88
roast,1.00,2.58,4.40,2.00,5.74,4.05,5.65
rob,1.00,2.34,3.48,2.00,2.10,5.54,3.57
robber,1.00,2.58,4.31,2.00,2.90,6.20,3.92
robbery,1.00,2.43,3.93,2.00,2.76,6.32,2.67
robe,0.99,2.25,5.00,4.00,5.53,3.10,5.70
robin,0.99,2.25,4.61,2.00,6.63,2.64,4.35
robot,1.00,2.34,4.65,4.00,6.18,4.43,5.14
robust,1.00,2.42,2.64,8.00,6.10,5.24,5.76
rock,0.99,2.06,4.91,2.00,5.72,3.14,5.26
rocker,0.99,2.18,4.31,4.00,5.65,5.67,6.00
rocket,1.00,2.58,4.73,2.00,5.80,5.04,5.57
rod,0.99,2.18,4.43,4.00,4.95,3.05,5.19
rodent,0.99,2.16,4.70,8.00,3.56,3.83,4.06
rodeo,1.00,2.44,4.81,4.00,4.57,5.19,5.08
rogue,1.00,2.44,2.32,10.00,3.89,5.04,4.63
role,1.00,2.58,2.19,6.00,5.10,4.40,5.36
roll,1.00,2.58,4.16,2.00,5.72,3.90,5.11
roller,1.00,2.34,4.66,4.00,5.35,3.15,4.95
roman,0.98,1.95,3.33,12.00,5.55,4.36,5.78
romance,1.00,2.34,2.19,2.00,7.28,6.06,5.00
romantic,1.00,2.33,1.93,6.00,7.61,5.12,6.45
romp,0.96,1.69,2.76,6.00,6.79,5.80,5.61
roof,0.99,2.19,4.79,2.00,4.48,3.40,7.05
rooftop,1.00,2.44,4.86,2.00,5.42,3.44,5.65
rook,0.95,1.60,4.38,10.00,5.58,3.41,4.21
rookie,0.99,2.33,2.83,6.00,5.25,3.50,3.91
room,1.00,2.34,4.79,2.00,5.55,3.10,5.71
roomful,0.86,1.08,3.15,4.00,5.80,3.68,5.26
roommate,0.98,2.01,4.52,4.00,5.29,4.13,4.52
roomy,0.98,1.96,2.83,2.00,6.60,3.40,6.64
roost,0.99,2.13,3.29,6.00,5.16,3.82,5.81
rooster,0.99,2.18,4.75,2.00,5.53,4.57,5.09
root,0.99,2.13,4.34,2.00,5.33,3.62,6.05
rope,0.99,2.26,4.93,2.00,5.05,4.58,5.62
rosary,0.96,1.73,4.63,8.00,5.26,3.36,4.50
rose,0.99,2.17,4.90,2.00,7.11,2.80,6.22
rosemary,0.99,2.19,4.68,12.00,6.37,3.59,6.19
roster,0.96,1.68,3.76,12.00,4.71,3.09,6.12
rot,0.99,2.23,3.96,2.00,2.65,4.72,3.54
rotary,0.99,2.32,3.14,8.00,4.70,3.50,5.12
rotate,1.00,2.34,3.45,2.00,5.24,3.35,5.00
rotation,1.00,2.43,3.32,4.00,5.00,4.10,5.43
rotor,0.93,1.47,3.84,6.00,3.95,3.25,5.32
rotten,0.99,2.12,3.87,4.00,2.43,4.90,3.37
rotunda,0.91,1.31,4.48,10.00,5.74,3.05,4.93
rouge,0.97,1.86,3.77,6.00,5.55,4.18,5.48
rough,1.00,2.44,3.83,2.00,3.68,5.43,4.88
roughneck,0.95,1.65,3.22,4.00,3.74,4.64,6.33
roulette,0.98,2.03,4.15,8.00,4.37,5.48,3.56
round,1.00,2.43,3.90,2.00,5.89,2.50,4.78
roundabout,0.99,2.10,3.86,10.00,5.05,3.19,5.48
rouse,0.94,1.52,2.56,6.00,5.24,4.79,4.95
route,1.00,2.44,3.88,2.00,5.86,3.83,5.23
routine,1.00,2.43,2.70,6.00,4.95,3.15,6.27
row,1.00,2.44,3.93,2.00,5.48,3.39,6.06
rowboat,0.97,1.87,4.81,2.00,5.40,2.56,6.05
rowdy,1.00,2.34,2.60,6.00,4.16,4.88,4.70
royal,1.00,2.42,3.14,2.00,5.25,4.23,6.32
royalty,1.00,2.58,3.11,4.00,5.52,4.32,5.68
rub,0.99,2.19,4.33,4.00,6.63,4.35,6.78
rubber,1.00,2.58,4.86,2.00,4.37,4.14,5.38
rubbish,1.00,2.43,3.64,4.00,3.39,4.10,4.76
rubble,1.00,2.43,4.56,13.00,3.65,3.86,4.42
rubdown,0.96,1.66,3.62,8.00,6.52,4.24,5.05
ruby,1.00,2.43,4.77,4.00,6.79,4.05,6.00
ruckus,0.95,1.59,2.52,8.00,4.35,6.27,5.11
rudder,0.95,1.58,4.72,6.00,5.11,3.25,5.50
rude,0.98,1.98,2.52,4.00,2.04,4.70,3.80
rudeness,0.99,2.06,2.15,4.00,2.57,6.20,3.62
rudimentary,0.98,2.00,1.72,12.00,4.45,3.00,5.28
ruffle,0.99,2.07,3.75,4.00,5.19,3.64,5.31
rug,1.00,2.34,4.79,2.00,5.00,3.24,5.68
rugged,0.98,2.02,2.75,4.00,5.10,4.10,5.36
ruin,1.00,2.58,2.59,4.00,2.32,5.40,5.16
rule,1.00,2.33,2.57,4.00,4.50,3.67,3.61
ruler,1.00,2.43,4.66,2.00,5.00,4.47,6.62
ruling,0.99,2.25,2.32,6.00,4.22,4.52,5.47
rum,1.00,2.43,4.93,6.00,5.57,4.96,6.17
rumba,0.87,1.10,4.04,4.00,5.95,4.59,5.29
rumble,0.99,2.25,3.73,4.00,5.00,4.50,4.94
rummage,0.98,2.00,2.66,6.00,4.95,4.10,4.85
rumor,0.97,1.88,2.15,6.00,3.14,3.85,5.36
rump,0.98,1.99,4.81,6.00,5.81,4.79,5.09
run,1.00,2.44,4.31,2.00,6.41,5.24,5.44
runaway,1.00,2.34,3.81,4.00,4.05,3.95,4.41
rundown,0.98,1.93,2.30,6.00,3.79,3.55,3.46
runner,1.00,2.58,4.86,2.00,5.68,5.05,5.90
running,0.99,2.25,4.27,2.00,6.53,5.52,5.89
runt,0.99,2.13,3.44,6.00,4.77,4.32,4.00
runway,0.99,2.24,4.60,6.00,4.74,4.33,4.94
rupture,0.99,2.32,3.70,8.00,3.21,5.26,3.32
rural,0.99,2.32,2.67,6.00,5.95,3.15,5.57
ruse,0.96,1.65,1.57,14.00,3.76,3.58,3.89
rush,1.00,2.44,2.90,2.00,4.05,6.55,6.79
rust,0.99,2.18,4.52,2.00,4.05,3.42,4.00
rustic,0.98,2.06,2.70,13.00,6.00,4.45,5.08
rustle,0.99,2.14,2.96,8.00,4.16,3.88,5.62
rustler,0.95,1.60,3.88,4.00,4.21,4.50,4.33
rusty,1.00,2.43,3.90,4.00,3.50,4.24,4.51
rut,0.97,1.80,3.64,8.00,2.90,3.87,4.00
ruthless,0.99,2.10,1.64,8.00,3.67,6.00,4.04
rye,0.99,2.12,4.74,2.00,5.45,3.78,5.45
sabbatical,0.94,1.52,2.43,13.00,6.00,2.75,5.76
saber,0.90,1.24,4.21,8.00,4.50,4.48,5.61
sabotage,0.99,2.18,2.77,8.00,2.00,5.15,3.64
saboteur,0.92,1.37,2.78,8.00,4.00,3.86,4.85
sack,1.00,2.58,4.84,2.00,5.11,4.24,5.00
sacrament,0.98,1.94,3.00,10.00,5.61,3.35,4.24
sacred,0.99,2.26,1.77,6.00,6.95,5.00,5.12
sacrifice,1.00,2.44,2.80,6.00,4.76,4.95,5.60
sacrificial,0.99,2.24,2.07,8.00,3.20,5.94,4.46
sacrilege,0.95,1.60,1.88,12.00,3.64,4.85,4.71
sacrilegious,0.92,1.37,1.78,13.00,4.09,4.11,3.71
sad,0.99,2.23,3.07,2.00,2.10,3.49,3.84
saddle,0.99,2.19,4.85,2.00,4.95,3.10,5.25
sadness,1.00,2.58,1.82,2.00,2.40,2.81,3.84
safari,1.00,2.44,4.14,6.00,6.15,5.67,5.65
safe,0.99,2.26,3.41,2.00,7.70,3.14,7.21
safeguard,1.00,2.44,2.21,6.00,5.50,3.17,4.94
safekeeping,0.99,2.24,2.38,6.00,6.48,2.95,6.30
safety,1.00,2.43,2.37,2.00,7.14,3.80,6.47
saffron,0.97,1.82,4.44,12.00,6.17,3.00,5.40
sag,0.97,1.82,3.27,6.00,3.58,3.00,3.54
saga,0.99,2.18,2.19,12.00,6.40,5.09,5.26
sage,1.00,2.42,4.54,10.00,5.79,3.33,5.25
sail,0.99,2.17,4.59,2.00,6.84,3.74,6.37
sailboat,0.98,1.91,4.89,2.00,6.81,2.50,6.05
sailor,0.99,2.25,4.86,2.00,6.10,3.87,6.09
saint,0.99,2.33,3.45,4.00,6.40,3.48,5.82
sainted,0.97,1.87,1.72,6.00,5.44,3.45,5.91
sake,0.99,2.17,2.74,6.00,5.28,3.20,5.17
salad,1.00,2.58,4.97,2.00,6.35,3.78,6.11
salami,0.99,2.17,4.78,8.00,4.83,4.80,6.32
salary,0.99,2.17,3.69,4.00,6.42,4.86,5.05
sale,1.00,2.44,3.37,2.00,6.23,6.05,6.16
salesgirl,0.91,1.31,4.46,2.00,6.26,4.45,5.63
salesman,0.99,2.24,4.81,4.00,4.10,3.00,5.05
saline,0.98,2.01,4.48,13.00,4.76,3.20,5.26
saliva,0.99,2.31,4.89,2.00,4.25,4.00,4.82
salmon,1.00,2.43,4.81,4.00,6.48,3.87,4.81
salon,0.99,2.12,4.73,10.00,5.58,3.76,5.52
saloon,1.00,2.44,4.68,4.00,5.45,3.35,3.68
salt,0.99,2.17,4.89,2.00,6.05,4.53,6.04
salty,1.00,2.43,3.93,2.00,5.10,3.94,5.14
salute,0.99,2.20,4.48,4.00,6.22,4.38,6.40
salvage,0.99,2.31,3.21,8.00,5.16,4.57,5.74
salvation,1.00,2.58,2.07,6.00,6.94,3.55,5.67
salve,0.93,1.45,4.00,6.00,4.62,3.44,5.24
samba,0.89,1.22,4.25,12.00,5.95,4.50,5.88
sample,1.00,2.43,3.79,2.00,5.76,2.87,5.71
samurai,0.98,1.94,4.50,13.00,5.50,5.24,6.91
sanatorium,0.90,1.23,3.83,10.00,3.33,4.11,3.09
sanctimonious,0.93,1.45,1.28,14.00,4.37,4.90,5.09
sanction,0.99,2.13,2.30,13.00,4.43,4.40,5.14
sanctity,0.93,1.44,1.35,12.00,5.43,3.79,5.64
sanctuary,1.00,2.58,3.64,8.00,7.05,2.64,6.15
sanctum,0.97,1.84,2.85,12.00,5.09,3.74,6.21
sand,1.00,2.33,5.00,2.00,6.16,3.43,4.82
sandbox,1.00,2.43,4.86,2.00,5.75,3.40,6.10
sandman,0.98,2.01,2.65,6.00,4.90,3.55,5.00
sandpaper,0.99,2.33,4.85,4.00,4.95,3.13,5.67
sandstorm,0.99,2.27,4.63,2.00,4.19,4.32,4.26
sandwich,0.99,2.11,4.90,2.00,7.18,4.94,5.57
sane,0.99,2.25,1.79,8.00,6.73,3.81,6.10
sanitarium,0.97,1.79,3.40,10.00,3.36,4.10,3.68
sanitary,1.00,2.33,2.93,4.00,6.33,3.09,7.44
sanitation,0.99,2.07,3.60,4.00,4.76,4.30,6.33
sanity,0.99,2.32,1.85,6.00,5.95,4.05,6.22
sap,0.97,1.85,4.37,2.00,4.19,3.92,4.77
sapphire,0.99,2.18,4.76,6.00,6.92,4.88,6.00
sappy,0.95,1.62,3.15,13.00,4.43,3.30,4.12
sarcasm,0.99,2.15,1.63,8.00,4.81,5.29,5.72
sarcastic,1.00,2.34,2.18,8.00,4.24,5.19,5.35
sarcophagus,0.91,1.32,4.48,13.00,4.81,3.70,4.58
sardine,0.97,1.85,5.00,4.00,4.24,3.95,5.38
sash,0.97,1.78,4.67,6.00,5.48,4.00,5.50
sassafras,0.76,0.70,4.19,13.00,5.48,3.67,5.48
sassy,0.99,2.16,2.14,4.00,5.19,5.16,6.32
satanic,0.99,2.09,2.36,13.00,1.94,5.26,3.92
satchel,0.98,1.91,4.73,6.00,5.21,3.36,5.46
satellite,1.00,2.43,4.73,6.00,5.56,5.17,4.53
satin,0.98,2.05,4.57,6.00,6.24,3.70,5.58
satire,0.99,2.32,1.96,12.00,5.81,3.73,5.63
satisfaction,0.99,2.24,1.90,6.00,7.18,3.18,6.44
satisfactory,1.00,2.43,1.80,2.00,6.62,3.14,6.12
satisfy,1.00,2.33,2.04,4.00,7.09,5.53,6.33
saturation,0.99,2.27,2.72,8.00,4.42,3.86,4.64
sauce,1.00,2.44,4.75,2.00,6.58,3.95,5.85
saucer,0.99,2.12,4.79,2.00,5.16,3.70,4.91
saucy,0.99,2.17,3.22,13.00,6.11,5.62,6.25
sauerkraut,0.94,1.56,4.54,6.00,5.50,3.90,5.12
sauna,0.99,2.14,4.68,10.00,5.68,4.95,5.77
sausage,1.00,2.33,4.88,2.00,6.32,4.80,6.27
savage,1.00,2.43,2.71,4.00,4.29,4.68,4.22
savant,0.88,1.16,3.08,14.00,5.11,4.45,5.44
save,0.99,2.14,2.42,2.00,7.26,4.62,6.34
saver,0.98,1.97,2.27,4.00,6.44,2.68,5.84
savings,0.99,2.17,3.32,2.00,7.67,2.86,6.85
savior,0.96,1.71,3.04,4.00,6.59,4.37,5.23
savor,0.96,1.66,2.48,12.00,6.70,3.64,6.67
savvy,0.98,1.97,2.03,12.00,6.40,4.23,6.44
saw,0.99,2.32,4.46,2.00,4.16,4.18,4.67
sawdust,0.99,2.17,4.93,2.00,5.32,2.95,4.96
sawmill,0.97,1.88,4.74,4.00,4.57,4.90,4.72
saxophone,0.99,2.17,5.00,4.00,6.32,4.67,5.74
say,0.99,2.24,2.58,2.00,5.91,4.43,6.88
scab,0.99,2.32,4.71,4.00,3.10,3.15,3.52
scaffold,0.99,2.18,4.69,10.00,4.78,4.11,5.24
scalding,0.98,2.02,3.07,6.00,3.02,5.21,3.91
scale,1.00,2.58,4.39,2.00,5.06,3.80,5.17
scalp,1.00,2.34,4.82,2.00,3.75,3.82,5.74
scalpel,0.96,1.69,4.86,8.00,3.95,4.48,4.23
scam,0.99,2.10,2.64,13.00,2.53,4.64,3.74
scamp,0.93,1.42,3.25,6.00,5.16,4.14,4.55
scan,1.00,2.44,3.48,6.00,5.47,4.09,5.63
scandal,0.99,2.25,2.13,6.00,3.63,5.64,3.88
scandalous,0.99,2.11,1.89,12.00,3.32,5.85,4.52
scapegoat,0.99,2.11,2.52,12.00,3.00,4.80,3.65
scar,1.00,2.34,4.74,4.00,3.71,6.55,4.10
scarce,0.99,2.32,2.57,4.00,3.37,3.90,4.04
scare,0.99,2.18,2.96,2.00,3.55,7.10,4.58
scarecrow,0.99,2.15,4.68,2.00,5.19,3.16,5.37
scared,1.00,2.43,2.50,2.00,2.80,6.10,4.20
scarf,1.00,2.44,4.97,4.00,6.00,2.39,6.39
