word,AoA
eyelet,12.0
eyelid,2.0
eyepiece,12.0
eyes,6.0
eyeshade,6.0
eyesight,2.0
eyesore,12.0
eyestrain,6.0
eyewash,2.0
eyewear,4.0
eyewinker,14.0
eyewitness,6.0
eyrie,14.0
fa,2.0
fable,4.0
fabled,8.0
fabmost,12.0
fabric,6.0
fabricate,12.0
fabulous,2.0
facade,13.0
face,2.0
facet,13.0
facetious,14.0
facial,8.0
facile,13.0
facilitate,12.0
facilities,10.0
facility,10.0
facing,4.0
facings,12.0
facsimile,10.0
fact,2.0
faction,13.0
factitious,12.0
factor,8.0
factorable,14.0
factories,4.0
factoring,10.0
factory,2.0
factotum,14.0
factual,8.0
faculty,6.0
fad,6.0
faddish,8.0
faddist,8.0
fade,2.0
fag,13.0
fagged,10.0
faggots,13.0
fagot,14.0
Fahrenheit,6.0
faience,12.0
fail,4.0
failing,4.0
failure,4.0
fain,12.0
faint,2.0
fainthearted,12.0
faintness,6.0
fair,2.0
fairground,2.0
fairies,2.0
fairing,12.0
fairly,6.0
fairness,4.0
fairway,8.0
fairy,2.0
fairyland,2.0
fairylike,2.0
fairytale,2.0
faith,2.0
faithful,6.0
faithfulness,6.0
faithless,8.0
fake,4.0
faker,4.0
fakir,12.0
falcon,4.0
falconry,13.0
fall,2.0
fallacious,13.0
fallacy,10.0
fallen,2.0
fallible,12.0
fallout,8.0
fallow,13.0
falls,4.0
falsehood,8.0
falsetto,13.0
falsify,10.0
falsity,8.0
faltboat,12.0
falter,8.0
fame,4.0
famed,4.0
familial,12.0
familiar,6.0
familiarity,6.0
familiarize,8.0
families,2.0
family,2.0
famine,8.0
famished,6.0
famous,4.0
famously,10.0
fan,2.0
fanatic,10.0
fanaticism,13.0
fancied,10.0
fancier,10.0
fanciful,8.0
fancy,4.0
fandango,12.0
fanfare,12.0
fang,6.0
fangs,6.0
fantail,8.0
fantasia,12.0
fantastic,4.0
fantasy,8.0
fantods,13.0
fanwise,12.0
far,2.0
farad,14.0
faraday,12.0
faraway,2.0
farce,12.0
farceur,12.0
farcical,13.0
fare,4.0
farewell,2.0
farfetched,8.0
farina,14.0
farinaceous,14.0
farm,2.0
farmer,2.0
farmhouse,2.0
farming,2.0
farmout,14.0
farmstead,6.0
farmyard,2.0
faro,13.0
farrago,14.0
farrier,13.0
farrow,12.0
farsighted,10.0
farther,2.0
farthermost,8.0
farthest,4.0
farthing,12.0
fasces,13.0
fascia,13.0
fascinate,6.0
fascinating,6.0
fascination,6.0
fascism,12.0
fascist,12.0
fashion,4.0
fashionable,4.0
fast,2.0
fasten,4.0
fastener,4.0
fastening,6.0
fastidious,12.0
fastness,12.0
fat,2.0
fatal,6.0
fatalism,13.0
fatality,10.0
fatally,8.0
fate,8.0
fated,10.0
fateful,10.0
fathead,6.0
father,2.0
fatherhood,2.0
fatherland,6.0
fatherless,2.0
fatherly,6.0
fathom,8.0
fathomless,12.0
fatigue,8.0
fatigues,12.0
fatness,4.0
fatten,4.0
fatter,2.0
fattest,2.0
fatty,2.0
fatuity,14.0
fatuous,14.0
faucet,4.0
faugh,12.0
fault,4.0
faultfinder,8.0
faultless,8.0
faulty,6.0
faun,13.0
fauna,14.0
fauteuil,14.0
faux,14.0
fauxpas,13.0
favor,2.0
favorable,8.0
favored,8.0
favorite,4.0
favoritism,6.0
fawn,2.0
fay,12.0
faze,10.0
FBI,6.0
fealty,14.0
fear,2.0
fearful,6.0
fearless,6.0
fearsome,8.0
feasible,12.0
feast,2.0
feat,6.0
feather,2.0
featherbed,2.0
featherbedding,13.0
featherbrain,6.0
featherweight,4.0
feathery,2.0
feature,6.0
features,8.0
febrile,14.0
February,2.0
fecal,12.0
feces,14.0
feckless,12.0
fecund,14.0
fecundity,14.0
fed,2.0
federal,6.0
federalist,10.0
federated,12.0
federation,12.0
fedora,12.0
fee,6.0
feeble,6.0
feebleness,6.0
feebly,8.0
feed,2.0
feedback,8.0
feedbag,12.0
feeder,10.0
feel,2.0
feelers,2.0
feeling,4.0
feelingly,6.0
feelings,2.0
feet,2.0
feign,14.0
feint,12.0
feisty,14.0
feldspar,13.0
felicitate,13.0
felicitous,12.0
felicity,14.0
feline,12.0
fell,2.0
fellah,12.0
feller,8.0
fellow,4.0
fellowship,2.0
felon,12.0
felony,8.0
felt,2.0
female,4.0
feminine,6.0
feminist,12.0
femme,12.0
femoral,14.0
femur,13.0
fen,12.0
fence,2.0
fencer,6.0
fencing,2.0
fend,10.0
fender,4.0
fennel,14.0
fenugreek,14.0
feral,14.0
ferment,12.0
fermentation,10.0
fermented,12.0
fern,2.0
ferocious,8.0
ferocity,12.0
ferret,12.0
ferric,13.0
ferrous,14.0
ferruginous,14.0
ferrule,13.0
ferry,2.0
ferryboat,4.0
fertile,4.0
fertility,8.0
fertilize,4.0
fertilizer,4.0
ferule,14.0
fervent,10.0
fervid,13.0
fervor,13.0
fescue,12.0
festal,12.0
fester,12.0
festival,2.0
festive,6.0
festivity,6.0
festoon,14.0
fetch,13.0
fetching,13.0
fete,14.0
fetid,14.0
fetish,14.0
fetlock,13.0
fetter,14.0
fettle,14.0
fetus,10.0
feud,6.0
feudal,13.0
feudalism,10.0
feuilleton,14.0
fever,2.0
feverfew,12.0
feverish,6.0
few,2.0
fey,12.0
fez,13.0
fiance,12.0
fiancee,8.0
fiasco,13.0
fiat,13.0
fib,4.0
fibber,2.0
fiber,6.0
fiberglass,8.0
fibrin,13.0
fibroid,12.0
fibrous,10.0
fibula,10.0
fichu,14.0
fickle,10.0
fiction,4.0
fictional,6.0
fictitious,6.0
fiddle,2.0
fiddlehead,12.0
fiddler,4.0
fiddlestick,6.0
fiddlesticks,6.0
fidelity,12.0
fidget,6.0
fidgets,8.0
fidgety,8.0
fiduciary,12.0
fie,14.0
fief,13.0
field,2.0
fielder,4.0
fieldpiece,12.0
fiend,8.0
fiendish,12.0
fierce,6.0
fiery,8.0
fiesta,6.0
fife,6.0
fifteen,2.0
fifth,8.0
fifthly,10.0
fig,6.0
fight,2.0
fighter,2.0
figment,13.0
figuration,12.0
figurative,13.0
figuratively,12.0
figure,4.0
figured,13.0
figurehead,12.0
figures,4.0
figurine,10.0
filament,8.0
filaria,13.0
filbert,12.0
filch,13.0
file,2.0
filet,8.0
filial,13.0
filibuster,12.0
filigree,14.0
filing,4.0
filings,8.0
fill,4.0
fille,12.0
filled,8.0
filler,8.0
fillet,14.0
filling,4.0
fillip,13.0
filly,6.0
film,2.0
filmography,12.0
filmstrip,2.0
filmy,10.0
filter,6.0
filth,4.0
filthiness,6.0
filthy,4.0
filtrate,8.0
filtration,8.0
fin,2.0
finagle,10.0
final,4.0
finale,8.0
finalist,8.0
finality,12.0
finally,2.0
finance,6.0
finances,6.0
financial,6.0
financially,6.0
financier,8.0
finch,8.0
find,2.0
finder,8.0
finders,12.0
finding,2.0
findings,8.0
fine,4.0
fineness,10.0
finery,12.0
finesse,14.0
finger,2.0
fingerling,12.0
fingernail,2.0
fingerprint,2.0
fingerstall,12.0
fingertip,2.0
finial,14.0
finical,12.0
finicky,6.0
finis,13.0
finish,2.0
finished,12.0
finite,13.0
fink,13.0
finny,14.0
fins,8.0
fiord,8.0
fir,6.0
fire,2.0
firearm,6.0
fireball,6.0
firebrand,12.0
firebug,6.0
firecracker,4.0
firedamp,14.0
firedog,12.0
firefly,2.0
firehouse,2.0
fireless,8.0
firelight,2.0
fireman,2.0
fireplace,2.0
fireproof,2.0
fireside,4.0
firetrap,8.0
firetruck,2.0
firewater,10.0
firewood,2.0
fireworks,4.0
firing,2.0
firkin,14.0
firm,4.0
firmament,14.0
firmly,4.0
firmness,6.0
first,2.0
firsthand,6.0
firstly,2.0
firth,12.0
fiscal,10.0
fish,2.0
fisher,2.0
fisherman,2.0
fishery,2.0
fishhook,2.0
fishing,2.0
fishmonger,12.0
fishpond,2.0
fishwife,12.0
fishy,6.0
fissile,14.0
fission,12.0
fissure,13.0
fist,4.0
fistful,6.0
fistic,14.0
fisticuffs,13.0
fistula,12.0
fit,2.0
fitful,12.0
fitin,6.0
fitly,12.0
fitness,6.0
fitter,10.0
fitting,4.0
fittings,12.0
fIuted,14.0
five,2.0
fivefold,8.0
fiver,12.0
fivish,12.0
fix,2.0
fixation,12.0
fixative,10.0
fixed,2.0
fixedly,12.0
fixes,2.0
fixings,8.0
fixity,12.0
fixture,6.0
fizz,2.0
fizzle,8.0
fjord,10.0
flabbergast,8.0
flabbergasted,8.0
flabbiness,6.0
flabby,6.0
flaccid,14.0
flack,13.0
flacon,13.0
flag,2.0
flagellation,13.0
flageolet,14.0
flagging,12.0
flagman,8.0
flagon,12.0
flagpole,2.0
flagrant,10.0
flagship,10.0
flagstaff,6.0
flagstone,13.0
flail,12.0
flair,12.0
flak,12.0
flake,4.0
flaky,4.0
flambeau,14.0
flamboyant,12.0
flame,2.0
flamenco,13.0
flaming,2.0
flamingo,6.0
flammable,6.0
flaneur,14.0
flange,14.0
flank,8.0
flanker,12.0
flannel,4.0
flannelette,10.0
flap,2.0
flapdoodle,12.0
flapjack,4.0
flapped,6.0
flapper,13.0
flaps,8.0
flare,4.0
flash,2.0
flashback,6.0
flashbulb,2.0
flashing,12.0
flashlight,2.0
flashy,8.0
flask,4.0
flat,4.0
flatboat,2.0
flatcar,6.0
flatfish,14.0
flatiron,2.0
flatly,10.0
flatten,2.0
flatter,6.0
flattest,4.0
flattop,10.0
flatulence,14.0
flatulent,14.0
flatware,12.0
flatworm,8.0
flaunt,12.0
flautis,12.0
flavor,2.0
flavoring,4.0
flaw,8.0
flawless,10.0
flax,6.0
flaxen,12.0
flay,12.0
flea,4.0
fleabag,8.0
fleck,8.0
fled,6.0
fledge,13.0
fledgling,12.0
flee,6.0
fleece,6.0
fleecy,6.0
fleet,4.0
fleeting,12.0
flesh,4.0
fleshly,12.0
fleshpots,14.0
fleshy,8.0
Fletcherize,14.0
flew,2.0
flex,6.0
flexibility,6.0
flexible,4.0
flexor,14.0
flibbertigibbet,13.0
flick,4.0
flicker,4.0
flier,4.0
flies,2.0
flight,2.0
flightworthy,6.0
flighty,13.0
flimsy,4.0
flinch,8.0
fling,6.0
flint,6.0
flintlock,8.0
flinty,14.0
flip,4.0
flippant,10.0
flipper,2.0
flippers,4.0
flirt,4.0
flirtation,8.0
flit,10.0
flitch,14.0
flivver,12.0
float,2.0
floater,13.0
floats,4.0
flocculent,14.0
flock,2.0
flocked,8.0
floe,13.0
flog,12.0
flood,2.0
Flood,6.0
floodgate,4.0
floodlight,8.0
floor,2.0
flooring,6.0
floorwalker,10.0
flop,4.0
flophouse,12.0
floppy,2.0
flora,10.0
floral,8.0
florescent,12.0
floriculture,10.0
florid,14.0
floriferous,14.0
florin,14.0
florist,4.0
floss,8.0
flossy,10.0
flotation,12.0
flotilla,14.0
flotsam,12.0
flounce,13.0
flounder,8.0
flour,2.0
flourish,8.0
flout,14.0
flow,4.0
flower,2.0
flowered,2.0
floweret,14.0
flowerpot,2.0
flowery,10.0
flowing,12.0
flown,4.0
flu,4.0
flub,10.0
flubdub,12.0
fluctuate,12.0
fluctuation,12.0
flue,10.0
fluency,8.0
fluent,10.0
fluff,2.0
fluffy,2.0
fluid,6.0
fluidity,12.0
fluke,12.0
flume,13.0
flummery,13.0
flung,6.0
flunk,2.0
flunky,12.0
fluorescent,8.0
fluoridation,6.0
fluoride,12.0
fluorine,13.0
fluorite,10.0
fluoroscope,6.0
flurry,8.0
flush,6.0
fluster,10.0
flustered,8.0
flute,2.0
fluting,12.0
flutist,6.0
flutter,4.0
fluvial,14.0
flux,12.0
fly,2.0
flyblown,12.0
flycatcher,12.0
flyer,2.0
flyleaf,8.0
flypaper,4.0
flyspeck,6.0
flyways,12.0
flywheel,10.0
FM,10.0
foal,12.0
foam,4.0
foamy,2.0
fob,12.0
focal,12.0
focus,4.0
fodder,10.0
foe,6.0
foeman,12.0
foetal,12.0
foetus,14.0
fog,4.0
fogbound,8.0
foggiest,4.0
foggy,4.0
foghorn,4.0
fogy,14.0
foible,13.0
foil,6.0
fold,4.0
foldaway,2.0
folder,4.0
folderol,13.0
foldingin,12.0
foliage,12.0
foliation,13.0
folio,12.0
folk,6.0
folklore,6.0
folks,4.0
folksy,12.0
folkway,12.0
follicle,12.0
follow,2.0
follower,4.0
following,2.0
folly,8.0
foment,13.0
fomentation,13.0
fonctionnaire,13.0
fond,4.0
fondant,12.0
fondle,12.0
fondness,6.0
fondue,12.0
font,12.0
food,2.0
foodstuff,10.0
fool,2.0
foolery,10.0
foolhardy,10.0
foolish,2.0
foolishness,2.0
foolproof,10.0
foolscap,12.0
foot,2.0
footage,12.0
football,2.0
footbridge,10.0
footfall,13.0
foothill,6.0
foothold,6.0
footing,10.0
footless,12.0
footlights,6.0
footlocker,8.0
footloose,8.0
footman,8.0
footmark,12.0
footnote,8.0
footpad,14.0
footpads,12.0
footpath,4.0
footprint,4.0
footrace,2.0
footsore,6.0
footstep,4.0
footsteps,2.0
footstone,12.0
footstool,2.0
footwear,2.0
footwork,10.0
footworn,12.0
foozle,12.0
fop,13.0
foppery,12.0
for,2.0
forage,13.0
forasmuch,12.0
foray,14.0
forbade,6.0
forbear,12.0
forbearance,12.0
forbears,13.0
forbid,4.0
forbidden,4.0
forbidding,6.0
forbore,12.0
force,2.0
forceful,6.0
forcemeat,14.0
forceps,10.0
forces,2.0
forcible,8.0
forcibly,6.0
ford,8.0
fore,8.0
forearm,6.0
forebear,8.0
foreboding,12.0
forebrain,6.0
forecast,4.0
forecastle,13.0
foreclose,12.0
foreclosure,10.0
foredoom,13.0
forefathers,6.0
forefinger,8.0
forefoot,6.0
forefront,12.0
foregather,12.0
forego,12.0
foregoing,8.0
foregone,6.0
foreground,6.0
foregut,12.0
forehand,6.0
forehanded,12.0
forehead,4.0
foreign,2.0
foreignbody,12.0
foreigner,4.0
foreknowledge,6.0
foreleg,6.0
forelock,12.0
foreman,4.0
foremast,10.0
foremost,10.0
forename,8.0
forenoon,2.0
forensic,14.0
foreordain,12.0
forepart,10.0
forepaw,2.0
forerunner,10.0
foresail,12.0
foresaw,6.0
foresee,6.0
foreseen,6.0
foreshadow,14.0
foreshorten,14.0
foresight,6.0
foreskin,12.0
forest,4.0
forestall,12.0
forestation,8.0
forested,6.0
forester,6.0
forestry,6.0
foretaste,12.0
foretell,6.0
forethought,6.0
foretold,6.0
forever,2.0
forevermore,4.0
forewarn,6.0
forewent,12.0
foreword,8.0
forfeit,6.0
forfeiture,10.0
forgave,6.0
forge,6.0
forgery,6.0
forget,2.0
forgetful,2.0
forgetfulness,4.0
forgetting,2.0
forgive,4.0
forgiven,4.0
forgiveness,2.0
forgo,12.0
forgone,12.0
forgot,2.0
forgotten,4.0
fork,2.0
forked,8.0
forkover,8.0
forlorn,8.0
form,2.0
formal,8.0
formaldehyde,12.0
formalism,12.0
formality,8.0
formally,10.0
format,12.0
formation,6.0
formative,10.0
former,8.0
formerly,8.0
formica,10.0
formidable,14.0
formless,2.0
formula,6.0
formulate,8.0
formulation,12.0
formulistic,14.0
fornication,14.0
forsake,6.0
forsaken,6.0
forsook,13.0
forsooth,13.0
forswear,14.0
forsworn,13.0
forsythia,6.0
fort,4.0
forte,12.0
forth,4.0
forthcoming,8.0
forthright,13.0
forthwith,14.0
fortieth,6.0
fortification,10.0
fortify,8.0
fortissimo,14.0
fortitude,12.0
fortnight,14.0
FORTRAN,12.0
fortress,8.0
fortuitous,14.0
fortunate,4.0
fortune,2.0
fortuneteller,2.0
forty,2.0
fortywinks,8.0
forum,10.0
forward,2.0
forwards,2.0
forwent,12.0
fossil,6.0
fossilized,12.0
foster,6.0
fought,4.0
foul,6.0
foulard,14.0
found,4.0
foundation,4.0
founder,6.0
foundling,10.0
foundry,10.0
fount,14.0
fountain,2.0
fountainhead,10.0
four,2.0
fourfold,10.0
fourscore,10.0
foursome,6.0
foursquare,14.0
fourteen,2.0
fourteenth,4.0
fourth,2.0
fowl,6.0
fowler,12.0
fox,2.0
foxglove,14.0
foxhole,2.0
foxhound,2.0
foxtail,2.0
foxtrot,8.0
foxy,6.0
foyer,12.0
fracas,12.0
fraction,4.0
fractional,10.0
fractious,14.0
fracture,4.0
fragile,6.0
fragility,8.0
fragment,8.0
fragmentary,12.0
fragrance,6.0
fragrant,6.0
frail,8.0
frailty,8.0
fraises,14.0
frame,2.0
framer,12.0
framework,10.0
franc,8.0
franchise,10.0
frangible,12.0
frangipane,14.0
frank,2.0
frankfurter,4.0
frankincense,12.0
frankness,6.0
frantic,6.0
frantically,6.0
frappe,12.0
frat,12.0
fraternal,10.0
fraternity,8.0
fraternize,10.0
fratricide,13.0
Frau,12.0
fraud,6.0
fraudulent,8.0
fraught,14.0
Fraulein,10.0
fray,10.0
frayed,10.0
frazzle,10.0
frazzled,6.0
freak,4.0
freakish,8.0
freckles,2.0
free,2.0
freebooter,14.0
freebooting,14.0
freeborn,8.0
freedman,8.0
freedom,4.0
freehand,6.0
freehold,12.0
freeholder,13.0
freely,2.0
freeman,4.0
Freemason,12.0
freestone,12.0
freeze,2.0
freezer,2.0
freezing,2.0
freight,4.0
freighter,6.0
frenetic,14.0
frenzied,10.0
frenzy,12.0
Freon,13.0
frequency,8.0
frequent,4.0
frequenter,10.0
frequently,4.0
frere,12.0
fresco,14.0
fresh,2.0
freshen,6.0
freshet,14.0
freshly,6.0
freshman,4.0
freshness,4.0
fret,4.0
fretful,13.0
fretwork,12.0
friable,13.0
friar,8.0
fricassee,12.0
fricatives,12.0
friction,6.0
Friday,2.0
fridge,12.0
fried,2.0
friend,2.0
Friend,13.0
friendless,4.0
friendlier,2.0
friendliness,6.0
friendly,2.0
friendship,2.0
frieze,13.0
frigate,12.0
fright,6.0
frighten,2.0
frightful,4.0
frigid,10.0
frigidity,12.0
frijoles,8.0
frill,6.0
fringe,6.0
frio,12.0
frippery,13.0
frisbee,6.0
friseur,14.0
frisk,6.0
frisky,6.0
fritos,8.0
fritter,10.0
frivolity,12.0
frivolous,10.0
friz,10.0
frizzle,12.0
fro,12.0
frock,10.0
frog,2.0
frogman,2.0
frolic,8.0
frolicsome,10.0
from,2.0
frond,13.0
front,2.0
frontage,10.0
frontal,10.0
frontier,4.0
frontiersman,4.0
frontispiece,13.0
fronton,14.0
frosh,12.0
frost,2.0
frostbite,6.0
frosted,10.0
frosting,2.0
frosty,2.0
froth,10.0
frothy,10.0
frottage,14.0
froward,13.0
frown,2.0
frownon,8.0
frowsy,12.0
froze,2.0
frozen,4.0
fructify,14.0
fructose,12.0
frug,12.0
frugal,14.0
frugality,13.0
frugiverous,12.0
fruit,2.0
fruitage,12.0
fruitful,10.0
fruition,14.0
fruitless,10.0
fruits,12.0
fruity,6.0
frump,14.0
frustrate,12.0
frustum,14.0
fry,2.0
fuchsia,12.0
fuddle,12.0
fudge,2.0
fuel,2.0
fugacious,13.0
fugitive,8.0
fugue,13.0
Fuhrer,8.0
fulcrum,10.0
fulfill,12.0
fulfillment,6.0
full,2.0
fullback,4.0
fuller,13.0
fullness,6.0
fully,4.0
fulminate,12.0
fulsome,14.0
fumarole,14.0
fumble,4.0
fume,6.0
fumes,4.0
fumigate,8.0
fun,2.0
function,6.0
functional,10.0
functionary,14.0
fund,6.0
fundamental,8.0
fundamentalist,12.0
funds,6.0
funeral,4.0
funereal,14.0
fungi,8.0
fungible,12.0
fungicide,10.0
fungoid,12.0
fungus,10.0
funicular,14.0
funk,14.0
funnel,4.0
funnies,4.0
funniest,2.0
funny,2.0
fur,2.0
furbelow,14.0
furbelows,12.0
furbish,14.0
furcate,14.0
furious,6.0
furiously,6.0
furl,12.0
furlong,13.0
furlough,8.0
furnace,4.0
furnish,4.0
furnishings,4.0
furniture,2.0
furor,13.0
furred,6.0
furrier,8.0
furrow,8.0
furry,4.0
furs,2.0
further,2.0
furtherance,12.0
furthermore,6.0
furthermost,12.0
furthest,2.0
furtive,12.0
fury,6.0
furze,12.0
fuse,6.0
fuselage,12.0
fusible,12.0
fusilier,13.0
fusillade,12.0
fusion,10.0
fuss,2.0
fussbudget,6.0
fussy,6.0
fustian,14.0
fusty,13.0
futile,10.0
futility,10.0
future,4.0
futures,13.0
futurism,12.0
futurity,10.0
fuze,8.0
fuzee,14.0
fuzz,6.0
fuzzier,4.0
fuzzy,4.0
g,8.0
gab,6.0
gabardine,8.0
gabble,14.0
gabbro,12.0
gabby,6.0
gable,12.0
gad,12.0
gadabout,10.0
gadfly,14.0
gadget,6.0
gadroon,13.0
gaff,13.0
gaffe,14.0
gaffer,14.0
gag,6.0
gage,10.0
gaggle,13.0
gaiety,8.0
gaily,6.0
gain,6.0
gainer,12.0
gainsay,14.0
gainst,12.0
gait,10.0
gaiter,12.0
gal,2.0
gala,10.0
galactic,12.0
galaxy,4.0
gale,8.0
galena,13.0
gall,10.0
gallant,6.0
gallantry,8.0
galleon,10.0
gallery,6.0
galley,6.0
gallimaufry,13.0
galling,12.0
gallinipper,13.0
gallivant,12.0
gallon,2.0
gallop,2.0
gallows,10.0
gallstone,8.0
gallus,12.0
galoot,10.0
galore,8.0
galoshes,4.0
galvanic,14.0
galvanism,12.0
galvanize,10.0
galvanometer,14.0
gambit,12.0
gamble,2.0
gambler,6.0
gambling,2.0
gambol,13.0
game,2.0
gamecock,10.0
gamekeeper,10.0
gamester,12.0
gamete,13.0
gamin,12.0
gamine,14.0
gaming,12.0
gamma,12.0
gamut,14.0
gamy,12.0
gander,4.0
gang,2.0
ganglia,10.0
gangling,10.0
ganglion,12.0
gangplank,8.0
gangrene,10.0
gangster,2.0
gangway,6.0
gannet,12.0
gantlet,12.0
gantry,13.0
gaol,14.0
gap,4.0
gape,8.0
gar,14.0
garage,2.0
garb,10.0
garbage,2.0
garbanzos,12.0
garble,12.0
garcon,12.0
garden,2.0
gardener,4.0
gardenia,6.0
gargantuan,12.0
gargle,2.0
gargoyle,12.0
garish,14.0
garland,12.0
garlic,6.0
garment,4.0
garner,14.0
garnet,10.0
garni,13.0
garnish,10.0
garnishee,13.0
garnishment,13.0
garniture,12.0
garret,14.0
garrison,10.0
garrote,12.0
garrulity,13.0
garrulous,12.0
garter,4.0
gas,2.0
gaseous,8.0
gash,6.0
gasket,8.0
gaslight,4.0
gasoline,2.0
gasometer,4.0
gasp,6.0
gasses,6.0
gassiness,10.0
gassy,6.0
gastric,10.0
gastricjuices,8.0
gastritis,12.0
gastronomy,13.0
gat,12.0
gate,2.0
gateau,14.0
gatepost,4.0
gateway,2.0
gather,2.0
gathering,6.0
gator,8.0
gauche,14.0
gaucho,8.0
gaud,13.0
gaudy,12.0
gauge,2.0
gaunt,10.0
gauntlet,14.0
gauze,6.0
gave,2.0
gavel,10.0
gavotte,12.0
gawk,8.0
gawky,12.0
gay,2.0
gayety,6.0
gazabo,14.0
gaze,4.0
gazebo,13.0
gazelle,13.0
gazeteer,12.0
gazette,10.0
gear,6.0
gearshift,4.0
gecko,12.0
gee,14.0
geek,14.0
geese,2.0
geewhiz,2.0
geezer,12.0
geisha,14.0
Geist,14.0
Gelandesprung,12.0
gelatine,8.0
gelatinous,12.0
Geld,14.0
gelded,12.0
gelding,12.0
gelee,14.0
gelid,14.0
gem,6.0
geminate,13.0
Gemini,8.0
gemutlich,14.0
gendarme,14.0
gender,10.0
gene,10.0
genealogy,10.0
genera,14.0
general,2.0
generalissimo,12.0
generality,10.0
generalization,10.0
generalize,10.0
generally,6.0
generalship,12.0
generate,6.0
generation,14.0
generationsame,6.0
generator,8.0
generic,13.0
generosity,6.0
generous,6.0
genesis,13.0
genetic,10.0
genetics,10.0
genial,10.0
genie,8.0
genitals,12.0
genitive,12.0
genius,6.0
genocide,14.0
genotype,13.0
genre,14.0
gent,6.0
genteel,10.0
gentian,14.0
gentile,13.0
gentilhomme,12.0
gentility,14.0
gentle,2.0
gentlefolk,10.0
gentleman,2.0
gentlemanly,2.0
gentleness,4.0
gentlewoman,10.0
gently,2.0
gentry,13.0
genuflect,13.0
genuflection,13.0
genuine,6.0
genus,12.0
genushomo,12.0
geocentric,12.0
geodesic,13.0
geodesy,14.0
geodetic,12.0
geographer,6.0
geographical,6.0
geography,2.0
geologic,10.0
geological,10.0
geologist,6.0
geology,6.0
geomagnetism,12.0
geometric,12.0
geometry,8.0
geophagy,12.0
geophysical,8.0
geophysics,8.0
geopolitics,13.0
georgette,14.0
geothermal,12.0
geotropism,14.0
geranium,6.0
gerbil,8.0
geriatrics,12.0
germ,4.0
germane,14.0
germanium,12.0
germicide,8.0
germinate,10.0
germination,10.0
gerontology,12.0
gerrymander,13.0
gerund,10.0
Gesellschaft,14.0
Gestalt,13.0
Gestapo,12.0
gestate,12.0
gestation,13.0
gesticulate,13.0
gesture,8.0
Gesundheit,12.0
get,2.0
geta,14.0
getaway,4.0
getting,2.0
gewgaw,13.0
geyser,8.0
ghastly,8.0
ghee,14.0
gherkin,14.0
ghetto,10.0
ghost,4.0
ghostly,4.0
ghoul,12.0
ghoulish,10.0
giant,2.0
giantess,8.0
gibber,10.0
gibberish,8.0
gibbet,13.0
gibbon,14.0
gibe,12.0
giblets,8.0
giddiness,14.0
giddy,8.0
gift,2.0
gifted,4.0
gig,10.0
gigantic,6.0
giggle,2.0
gigolo,13.0
Gilamonster,12.0
gild,12.0
gilded,12.0
gilding,12.0
gill,2.0
gilt,13.0
gimcrack,14.0
gimlet,14.0
gimme,6.0
gimmick,8.0
gimp,14.0
gin,6.0
ginger,4.0
gingerbread,2.0
gingerly,14.0
gingersnap,4.0
gingham,6.0
gingivitis,10.0
gink,12.0
ginkgo,13.0
ginseng,12.0
gipsy,6.0
giraffe,2.0
gird,12.0
girder,8.0
girdle,6.0
girl,2.0
girlhood,4.0
girlie,6.0
girlish,4.0
girt,13.0
girth,13.0
gist,13.0
git,6.0
give,2.0
given,12.0
giver,2.0
giving,4.0
gizmo,10.0
gizzard,6.0
glabrous,14.0
glace,12.0
glacial,8.0
glaciation,10.0
glacier,6.0
glad,2.0
gladden,6.0
glade,10.0
gladiator,10.0
gladiolus,8.0
gladly,4.0
gladness,2.0
gladsome,6.0
glamor,6.0
glamorous,2.0
glamour,4.0
glance,2.0
gland,6.0
glanders,13.0
glandular,8.0
glare,2.0
glaring,6.0
glass,2.0
glasses,2.0
glassful,6.0
glassware,2.0
glassy,6.0
glaucoma,10.0
glaze,6.0
glazier,14.0
glazing,8.0
gleam,4.0
gleaming,2.0
glean,14.0
glebe,14.0
glee,4.0
gleeful,6.0
glen,8.0
glib,13.0
glide,4.0
glider,4.0
gliding,4.0
glim,14.0
glimmer,8.0
glimpse,6.0
glint,10.0
glissade,14.0
glissando,14.0
glisten,6.0
glister,12.0
glitch,13.0
glitter,4.0
gloaming,12.0
gloat,12.0
glob,6.0
global,6.0
globe,2.0
globetrotter,10.0
globular,8.0
globule,12.0
Glockenspiel,14.0
glom,14.0
gloom,4.0
gloomy,4.0
gloria,12.0
glorified,6.0
glorify,6.0
glorious,6.0
glory,4.0
gloss,6.0
glossary,6.0
glossolalia,13.0
glossy,4.0
glottis,14.0
glove,2.0
gloves,2.0
glow,2.0
glower,14.0
glowworm,4.0
gloxinia,12.0
glub,10.0
glucose,8.0
glue,2.0
gluey,2.0
glug,12.0
glum,6.0
glut,13.0
gluten,12.0
glutinous,13.0
glutton,8.0
glycerine,6.0
glycogen,14.0
gnarl,12.0
gnarled,10.0
gnash,12.0
gnat,6.0
gnaw,6.0
gneiss,14.0
gnome,13.0
gnomic,14.0
gnomon,13.0
gnosis,14.0
Gnostic,12.0
gnu,13.0
go,2.0
goad,12.0
goal,4.0
goalie,6.0
goalkeeper,12.0
goat,2.0
goatee,8.0
goatherd,13.0
goatskin,2.0
gob,8.0
gobble,4.0
gobbledegook,12.0
gobbler,4.0
goblet,6.0
goblin,4.0
goboon,14.0
gocart,6.0
God,2.0
